"","plot","species","size","group","method","elev"
"1112","W4","Syrphus ribesii",11,"hoverflies","transect walks",1235
"1113","W4","Episyrphus balteatus",10,"hoverflies","transect walks",1235
"1114","WmB3","Cheilosia melanura",9.75,"hoverflies","transect walks",1418
"1115","WmB3","Platycheirus albimanus",8.5,"hoverflies","transect walks",1418
"1116","WmB3","Volucella bombylans",14,"hoverflies","transect walks",1418
"1117","WmA2","Pipizella annulata",7,"hoverflies","transect walks",1240
"1118","WmA2","Episyrphus balteatus",10,"hoverflies","transect walks",1240
"1119","WmA2","Sericomyia bombiformis",18,"hoverflies","transect walks",1240
"1120","WmA4","Episyrphus balteatus",10,"hoverflies","transect walks",1770
"1121","WmA4","Melanostoma scalare",8,"hoverflies","transect walks",1770
"1122","WmA5","Scaeva pyrastri",12.5,"hoverflies","transect walks",2034
"1123","WmA5","Eristalis similis",14.5,"hoverflies","transect walks",2034
"1124","WmA5","Syrphus torvus",11,"hoverflies","transect walks",2034
"1125","WmA5","Eristalis tenax",15,"hoverflies","transect walks",2034
"1126","WmA5","Syrphus ribesii",11,"hoverflies","transect walks",2034
"1127","WmA5","Episyrphus balteatus",10,"hoverflies","transect walks",2034
"1128","WmB5","Eristalis similis",14.5,"hoverflies","transect walks",1812
"1129","WmB5","Chrysotoxum arcuatum",10.5,"hoverflies","transect walks",1812
"1130","WmB5","Syrphus vitripennis",10,"hoverflies","transect walks",1812
"1131","WmB5","Scaeva pyrastri",12.5,"hoverflies","transect walks",1812
"1132","WmB5","Melanostoma mellinum agg.",6.5,"hoverflies","transect walks",1812
"1133","WmB5","Syrphus ribesii",11,"hoverflies","transect walks",1812
"1134","WmB5","Eristalis tenax",15,"hoverflies","transect walks",1812
"1135","W6","Cheilosia montana",10.85,"hoverflies","transect walks",1805
"1136","W6","Sphaerophoria scripta",9.5,"hoverflies","transect walks",1805
"1137","W6","Eupeodes luniger",11,"hoverflies","transect walks",1805
"1138","W6","Merodon rufus",11,"hoverflies","transect walks",1805
"1139","W6","Eristalis tenax",15,"hoverflies","transect walks",1805
"1140","W6","Parasyrphus lineola",9,"hoverflies","transect walks",1805
"1141","W6","Parasyrphus annulatus",7,"hoverflies","transect walks",1805
"1142","W6","Epistrophe grossulariae",14,"hoverflies","transect walks",1805
"1143","W6","Eristalis similis",14.5,"hoverflies","transect walks",1805
"1144","HO3","Lapposyrphus lapponicus",10.5,"hoverflies","transect walks",1332
"1145","HO3","Syrphus vitripennis",10,"hoverflies","transect walks",1332
"1146","HO3","Episyrphus balteatus",10,"hoverflies","transect walks",1332
"1147","HO3","Eristalis tenax",15,"hoverflies","transect walks",1332
"1148","HO3","Eupeodes latifasciatus",8.5,"hoverflies","transect walks",1332
"1149","HO3","Platycheirus albimanus",8.5,"hoverflies","transect walks",1332
"1150","HO4","Didea fasciata",11.5,"hoverflies","transect walks",1546
"1151","HO5","Eristalis tenax",15,"hoverflies","transect walks",1821
"1152","HO5","Episyrphus balteatus",10,"hoverflies","transect walks",1821
"1153","HO5","Sphaerophoria scripta",9.5,"hoverflies","transect walks",1821
"1154","T5","Syrphus vitripennis",10,"hoverflies","transect walks",749
"1155","T5","Scaeva pyrastri",12.5,"hoverflies","transect walks",749
"1156","H1","Eristalis tenax",15,"hoverflies","transect walks",818
"1157","H1","Cheilosia canicularis",14,"hoverflies","transect walks",818
"1158","H2","Volucella bombylans",14,"hoverflies","transect walks",985
"1159","H2","Eristalis picea",12,"hoverflies","transect walks",985
"1160","H2","Cheilosia canicularis",14,"hoverflies","transect walks",985
"1161","W1","Platycheirus albimanus",8.5,"hoverflies","transect walks",815
"1162","W1","Cheilosia canicularis",14,"hoverflies","transect walks",815
"1163","W1","Melanostoma mellinum agg.",6.5,"hoverflies","transect walks",815
"1164","W4","Eristalis tenax",15,"hoverflies","transect walks",1235
"1165","W5","Sphaerophoria abbreviata",6.5,"hoverflies","transect walks",1446
"1166","W5","Sphaerophoria estebani",7.25,"hoverflies","transect walks",1446
"1167","WmB2","Cheilosia impressa",7,"hoverflies","transect walks",1139
"1168","HO2","Sphaerophoria scripta",9.5,"hoverflies","transect walks",1046
"1169","HO3","Sphaerophoria scripta",9.5,"hoverflies","transect walks",1332
"1170","HO4","Sphaerophoria scripta",9.5,"hoverflies","transect walks",1546
"1171","HO4","Parasyrphus lineola",9,"hoverflies","transect walks",1546
"1172","WmA2","Melanostoma mellinum agg.",6.5,"hoverflies","transect walks",1240
"1173","WmA2","Cheilosia canicularis",14,"hoverflies","transect walks",1240
"1174","WmA2","Chrysotoxum arcuatum",10.5,"hoverflies","transect walks",1240
"1175","WmA2","Platycheirus albimanus",8.5,"hoverflies","transect walks",1240
"1176","WmA2","Eupeodes corollae",8.5,"hoverflies","transect walks",1240
"1177","WmA3","Melanostoma mellinum agg.",6.5,"hoverflies","transect walks",1423
"1178","WmA3","Chrysotoxum arcuatum",10.5,"hoverflies","transect walks",1423
"1179","WmA3","Eumerus flavitarsis",7,"hoverflies","transect walks",1423
"1180","W3","Syrphus vitripennis",10,"hoverflies","transect walks",1162
"1181","W3","Eristalis arbustorum",10,"hoverflies","transect walks",1162
"1182","W6","Syrphus ribesii",11,"hoverflies","transect walks",1805
"1183","W6","Syrphus torvus",11,"hoverflies","transect walks",1805
"1184","W6","Syrphus vitripennis",10,"hoverflies","transect walks",1805
"1185","W6","Parasyrphus relictus",9,"hoverflies","transect walks",1805
"1186","WmA5","Parasyrphus relictus",9,"hoverflies","transect walks",2034
"1187","WmA5","Platycheirus albimanus",8.5,"hoverflies","transect walks",2034
"1188","WmB4","Sphaerophoria scripta",9.5,"hoverflies","transect walks",1654
"1189","WmB5","Platycheirus albimanus",8.5,"hoverflies","transect walks",1812
"1190","H3","Pipizella viduata",6,"hoverflies","transect walks",1106
"1191","H3","Sphaerophoria taeniata",9,"hoverflies","transect walks",1106
"1192","H4","Parasyrphus lineola",9,"hoverflies","transect walks",1326
"1193","H5","Syrphus vitripennis",10,"hoverflies","transect walks",1580
"1194","H5","Parasyrphus lineola",9,"hoverflies","transect walks",1580
"1195","H6","Eristalis tenax",15,"hoverflies","transect walks",1807
"1196","H6","Melanostoma scalare",8,"hoverflies","transect walks",1807
"1197","H6","Cheilosia canicularis",14,"hoverflies","transect walks",1807
"1198","WmA4","Cheilosia canicularis",14,"hoverflies","transect walks",1770
"1199","WmA4","Platycheirus albimanus",8.5,"hoverflies","transect walks",1770
"1200","WmA4","Eristalis tenax",15,"hoverflies","transect walks",1770
"1201","WmA4","Cheilosia longula",7.5,"hoverflies","transect walks",1770
"1202","H1","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",818
"1203","H2","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",985
"1204","H3","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1106
"1205","H4","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1326
"1206","H5","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1580
"1207","H6","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1807
"1208","H7","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1986
"1209","HO1","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",828
"1210","HO2","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1046
"1211","HO3","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1332
"1212","HO4","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1546
"1213","HO5","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1821
"1214","T1","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",716
"1215","T4","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",644
"1216","T5","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",749
"1217","W1","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",815
"1218","W2","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1016
"1219","W4","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1235
"1220","W5","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1446
"1221","W6","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1805
"1222","W7","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",2017
"1223","WmA2","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1240
"1224","WmA3","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1423
"1225","WmA4","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1770
"1226","WmA5","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",2034
"1227","WmB1","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",962
"1228","WmB2","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1139
"1229","WmB3","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1418
"1230","WmB4","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1654
"1231","WmB5","Chorthippus biguttulus",19.5,"grasshoppers","transect walks",1812
"1232","W2","Chorthippus eisentrauti",22,"grasshoppers","transect walks",1016
"1233","H1","Chorthippus brunneus",21.5,"grasshoppers","transect walks",818
"1234","H2","Chorthippus brunneus",21.5,"grasshoppers","transect walks",985
"1235","H3","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1106
"1236","H5","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1580
"1237","H6","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1807
"1238","HO1","Chorthippus brunneus",21.5,"grasshoppers","transect walks",828
"1239","HO2","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1046
"1240","HO3","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1332
"1241","HO4","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1546
"1242","HO5","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1821
"1243","T1","Chorthippus brunneus",21.5,"grasshoppers","transect walks",716
"1244","T4","Chorthippus brunneus",21.5,"grasshoppers","transect walks",644
"1245","T5","Chorthippus brunneus",21.5,"grasshoppers","transect walks",749
"1246","W1","Chorthippus brunneus",21.5,"grasshoppers","transect walks",815
"1247","W2","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1016
"1248","W4","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1235
"1249","W5","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1446
"1250","W6","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1805
"1251","W7","Chorthippus brunneus",21.5,"grasshoppers","transect walks",2017
"1252","WmA2","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1240
"1253","WmA4","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1770
"1254","WmA5","Chorthippus brunneus",21.5,"grasshoppers","transect walks",2034
"1255","WmB1","Chorthippus brunneus",21.5,"grasshoppers","transect walks",962
"1256","WmB2","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1139
"1257","WmB3","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1418
"1258","WmB4","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1654
"1259","WmB5","Chorthippus brunneus",21.5,"grasshoppers","transect walks",1812
"1260","H1","Chorthippus dorsatus",22,"grasshoppers","transect walks",818
"1261","H4","Chorthippus dorsatus",22,"grasshoppers","transect walks",1326
"1262","H5","Chorthippus dorsatus",22,"grasshoppers","transect walks",1580
"1263","HO3","Chorthippus dorsatus",22,"grasshoppers","transect walks",1332
"1264","T1","Chorthippus dorsatus",22,"grasshoppers","transect walks",716
"1265","T4","Chorthippus dorsatus",22,"grasshoppers","transect walks",644
"1266","T5","Chorthippus dorsatus",22,"grasshoppers","transect walks",749
"1267","WmA2","Chorthippus dorsatus",22,"grasshoppers","transect walks",1240
"1268","WmA4","Chorthippus dorsatus",22,"grasshoppers","transect walks",1770
"1269","H2","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",985
"1270","H3","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1106
"1271","H4","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1326
"1272","H6","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1807
"1273","H7","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1986
"1274","HO2","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1046
"1275","HO3","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1332
"1276","HO4","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1546
"1277","T4","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",644
"1278","T5","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",749
"1279","W1","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",815
"1280","W2","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1016
"1281","W4","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1235
"1282","W5","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1446
"1283","W7","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",2017
"1284","WmA4","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",1770
"1285","WmB1","Chorthippus albomarginatus",20.25,"grasshoppers","transect walks",962
"1286","H1","Gomphocerippus rufus",20,"grasshoppers","transect walks",818
"1287","H2","Gomphocerippus rufus",20,"grasshoppers","transect walks",985
"1288","H3","Gomphocerippus rufus",20,"grasshoppers","transect walks",1106
"1289","H4","Gomphocerippus rufus",20,"grasshoppers","transect walks",1326
"1290","H5","Gomphocerippus rufus",20,"grasshoppers","transect walks",1580
"1291","H6","Gomphocerippus rufus",20,"grasshoppers","transect walks",1807
"1292","HO1","Gomphocerippus rufus",20,"grasshoppers","transect walks",828
"1293","HO2","Gomphocerippus rufus",20,"grasshoppers","transect walks",1046
"1294","HO3","Gomphocerippus rufus",20,"grasshoppers","transect walks",1332
"1295","HO4","Gomphocerippus rufus",20,"grasshoppers","transect walks",1546
"1296","T1","Gomphocerippus rufus",20,"grasshoppers","transect walks",716
"1297","T4","Gomphocerippus rufus",20,"grasshoppers","transect walks",644
"1298","T5","Gomphocerippus rufus",20,"grasshoppers","transect walks",749
"1299","W1","Gomphocerippus rufus",20,"grasshoppers","transect walks",815
"1300","W2","Gomphocerippus rufus",20,"grasshoppers","transect walks",1016
"1301","W3","Gomphocerippus rufus",20,"grasshoppers","transect walks",1162
"1302","W4","Gomphocerippus rufus",20,"grasshoppers","transect walks",1235
"1303","W5","Gomphocerippus rufus",20,"grasshoppers","transect walks",1446
"1304","W6","Gomphocerippus rufus",20,"grasshoppers","transect walks",1805
"1305","W7","Gomphocerippus rufus",20,"grasshoppers","transect walks",2017
"1306","WmA2","Gomphocerippus rufus",20,"grasshoppers","transect walks",1240
"1307","WmA3","Gomphocerippus rufus",20,"grasshoppers","transect walks",1423
"1308","WmA4","Gomphocerippus rufus",20,"grasshoppers","transect walks",1770
"1309","WmB1","Gomphocerippus rufus",20,"grasshoppers","transect walks",962
"1310","WmB2","Gomphocerippus rufus",20,"grasshoppers","transect walks",1139
"1311","WmB3","Gomphocerippus rufus",20,"grasshoppers","transect walks",1418
"1312","WmB4","Gomphocerippus rufus",20,"grasshoppers","transect walks",1654
"1313","WmB5","Gomphocerippus rufus",20,"grasshoppers","transect walks",1812
"1314","H5","Gomphocerus sibiricus",22.5,"grasshoppers","transect walks",1580
"1315","H1","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",818
"1316","H2","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",985
"1317","H3","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",1106
"1318","H4","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",1326
"1319","H5","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",1580
"1320","H6","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",1807
"1321","HO1","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",828
"1322","HO2","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",1046
"1323","HO3","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",1332
"1324","T1","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",716
"1325","T4","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",644
"1326","T5","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",749
"1327","W1","Pseudochorthippus parallelus",20,"grasshoppers","transect walks",815
